job_id,company_id,company,location,country,required_skill,experience_level
3701317150,3570660,City Lifestyle,Portland,US,"Sales, Advertising, Business Development",5
3701317144,887776,LGH North America,Troy,US,"Engineering, Information Technology",7
3701317122,3570660,City Lifestyle,Louisville,US,"Sales, Advertising, Business Development",5
3701317120,497515,AVI Foodsystems,Warsaw,US,"General Business, Management, Administrative",4
3701317116,14244,CKE Restaurants Inc.,Franklin,US,Human Resources,3
3701317091,70414137,Lithion Battery Inc.,Henderson,US,"Engineering, Information Technology",4
3701317075,29399,North American Bancard,Troy,US,Finance,7
3701317071,9498845,Cerapedics Inc.,Atlanta,US,Sales,7
3701317068,3570660,City Lifestyle,Memphis,US,"Sales, Advertising, Business Development",5
3701317060,490432,NLB Services,Cleveland,US,Information Technology,4
3701317055,18779256,Social Justice Public Charter School,Washington DC-Baltimore Area,US,"Education, Training",7
3701317001,149888,Vallourec North America,Houston,US,"Engineering, Information Technology, Customer Service",4
3701316975,3223482,AssuredPartners,Hunt Valley,US,"Business Development, Consulting, Customer Service",3
3701316972,887776,LGH North America,Kent,US,"Engineering, Information Technology",7
3701316970,260775,Park City Municipal Corporation,Park City,US,"Management, Manufacturing",7
3701316965,631652,Sales Empowerment Group,Maryland,US,"Sales, Business Development",2
3701316956,260775,Park City Municipal Corporation,Park City,US,"Management, Manufacturing",7
3701316954,1852,Prudential Financial,Greater Scranton Area,US,"Finance, Sales",4
3701316953,166587,UNC Health,Butner,US,Other,2
3701316946,13151,Aggreko,Austin,GB,Other,4
3701316944,13151,Aggreko,Phoenix,GB,Other,4
3701316943,166587,UNC Health,Smithfield,US,Health Care Provider,4
3701316902,157340,University of Miami,Coral Gables,US,Information Technology,2
3701316900,908113,Dental Care Alliance,Woodstock,US,Health Care Provider,2
3701316895,2396310,Randstad USA,Huntersville,US,"Engineering, Information Technology",7
3701316883,2396310,Randstad USA,San Francisco,US,"Engineering, Information Technology",7
3701316835,35716623,Wide Effect Talent Solutions,Washington DC-Baltimore Area,US,"Engineering, Design",2
3701316831,157353,Whole Foods Market,Minneapolis,US,Information Technology,4
3701316826,19385,Kennedy Krieger Institute,Baltimore,US,Human Resources,7
3701316822,2650,University of Illinois UrbanaChampaign,Urbana,US,"Research, Analyst, Information Technology",4
3701316811,3570660,City Lifestyle,Long Beach,US,"Sales, Advertising, Business Development",5
3701316802,157353,Whole Foods Market,Shreveport,US,"Management, Manufacturing",2
3701316799,74571418,SHEIN Distribution Corporation,Los Angeles,US,"Supply Chain, Distribution, General Business",5
3701316797,157353,Whole Foods Market,Chappaqua,US,"Management, Manufacturing",2
3701316792,3700354,Tek Tree LLC,Jerome,US,"Engineering, Production, Administrative",4
3701316778,79383535,Akkodis,Rochester,0,Information Technology,4
3701316765,2831596,North American Dental Group NADG,Avon,US,Administrative,2
3701316761,10590,Gilbane Building Company,Columbus,US,Information Technology,2
3701316739,316610,Sientra Inc.,Franklin,US,"Production, Distribution",2
3701316738,756621,SRS Distribution Inc.,Boise,US,"Management, Manufacturing",2
3701316736,68617019,Lunavi,Cheyenne,US,Information Technology,3
3701316735,19255371,SIRIS LLC,San Francisco,US,"Design, Engineering",4
3701316729,16272,ZoomInfo,Vancouver,US,"Product Management, Marketing",4
3701316723,5327,Los Alamos National Laboratory,Los Alamos,US,"Engineering, Information Technology",7
3701316721,1087408,Synergy Interactive,New York City,US,Design,4
3701316720,4836197,Collinwood Technology Partners,Washington DC-Baltimore Area,US,"Engineering, Information Technology",4
3701316714,5327,Los Alamos National Laboratory,Los Alamos,US,"Research, Analyst, Information Technology",7
3701316713,716845,Vantage Point Recruiters LLC.,Austin,US,"Sales, Business Development",4
3701316708,12984051,Serenity Healthcare,Layton,US,Other,2
3701316706,12984051,Serenity Healthcare,San Antonio,US,Administrative,2
3701316703,3570660,City Lifestyle,Colorado Springs,US,"Sales, Advertising, Business Development",5
3701316699,25552,Johnsonville,Sheboygan Falls,US,"Management, Manufacturing",2
3701316692,79584279,Reading Public Library MA,Reading,US,Other,7
3701316690,25552,Johnsonville,Sheboygan Falls,US,"Management, Manufacturing",2
3701316669,4296,DISH Network,Littleton,US,"Research, Analyst, Information Technology",2
3701316662,2934,SP Global,Georgia,US,"Engineering, Information Technology",7
3701316659,1570328,Demant,Williamsport,DK,Health Care Provider,2
3701316657,2934,SP Global,Colorado,US,"Engineering, Information Technology",7
3701316651,2934,SP Global,Wisconsin,US,"Finance, Sales",7
3701316646,2934,SP Global,Maryland,US,"Finance, Sales",7
3701316613,64927020,Grade Construction,Paterson,US,Other,7
3701316602,3439,KimberlyClark,Neenah,US,"Engineering, Information Technology",7
3701316600,36749,Torrid,Chicago Ridge,US,"Sales, Customer Service",3
3701316586,50913,Wellabe,Des Moines,US,"Finance, Sales",4
3701316585,32924,GardaWorld,Columbia,CA,Other,2
3701316584,32924,GardaWorld,Dedham,CA,Other,2
3701316579,3570660,City Lifestyle,Sacramento,US,"Sales, Advertising, Business Development",5
3701316564,28669777,Arcosa Inc.,Cameron,US,"Management, Manufacturing",4
3701316520,22456,Beacon Hill Staffing Group,Bethesda,US,Administrative,4
3701316516,3653845,Snowflake,Boston,US,"Management, Manufacturing",4
3701316506,2665404,Gymshark,Denver,GB,Other,2
3701316491,3653845,Snowflake,Atlanta,US,"Business Development, Sales",5
3701316486,6618000,Hansen Talent Group HTG,Atlanta,US,Information Technology,3
3701316483,1199482,KTek Resourcing,Richardson,US,Information Technology,4
3701316441,154713,OptionMetrics,New York,US,Information Technology,3
3701316380,2012779,Flexton Inc.,New Hyde Park,US,"Engineering, Information Technology",4
3701316371,2804770,GPGlobalization Partners,Boston,US,Marketing,4
3701316363,10096293,American PCS Inc.,Council Bluffs,US,Information Technology,7
3701316339,106383,Saicon,Boston,US,Marketing,3
3701316334,2689618,VIP Structures,Syracuse,US,"Accounting/Auditing, Finance",7
3701316325,313823,CAE Parc Aviation,Nashville,IE,"Other, Customer Service",7
3701316318,476988,EJ Electric Installation Co.,Newburgh,US,"Management, Strategy/Planning, Business Development",3
3701316315,5328,HM,Baltimore,SE,Sales,2
3701316307,3570660,City Lifestyle,Nashville,US,"Sales, Advertising, Business Development",5
3701316306,53452,Sloan,Andover,US,Supply Chain,4
3701316285,5025162,TechNique Partners,Manhattan,US,"Training, Management",4
3701316276,89878074,ShoutVox,Phoenix,0,"Marketing, Public Relations, Writing/Editing",7
3701316267,55174840,Dental Medical Careers Inc.,San Francisco Bay Area,US,"Sales, Business Development",4
3701316230,67539759,a360media,New York City,US,"Marketing, Public Relations, Writing/Editing",7
3701316170,634422,Pacific Clinics,Campbell,US,Health Care Provider,2
3701316162,87089640,Kenvue,Nashville,US,Information Technology,3
3701316158,5396873,hackajob,Fort George G. Meade,GB,"Engineering, Information Technology",4
3701316127,3570660,City Lifestyle,Indianapolis,US,"Sales, Advertising, Business Development",5
3701316107,87089640,Kenvue,Nashville,US,"Accounting/Auditing, Finance",4
3701316102,237403,Grit Printing Direct Mail,Montoursville,US,"Sales, Business Development",7
3701316070,64661046,Stella,New York City,US,Health Care Provider,4
3701316039,437225,iHerb LLC,Elgin,US,"Management, Manufacturing",4
3701316024,3738912,At Home Group Inc.,Mesquite,US,Other,2
3701316020,437225,iHerb LLC,Elgin,US,"Management, Manufacturing",4
3701315990,14580269,Exarca Inc.,Lansing,US,"Engineering, Information Technology",7
3701315973,166587,UNC Health,Apex,US,Health Care Provider,2
3701315932,2396310,Randstad USA,Kendallville,US,Quality Assurance,7
3701315931,2396310,Randstad USA,Philadelphia,US,"Engineering, Information Technology",7
3701315910,2396310,Randstad USA,Columbus,US,"Research, Analyst, Information Technology",7
3701315909,2396310,Randstad USA,Princeton,US,"Project Management, Information Technology",7
3701315907,2396310,Randstad USA,Philadelphia,US,"Engineering, Information Technology",7
3701315873,5352880,Finsight Group Inc FINSIGHT,Miami,US,Information Technology,7
3701315837,6592912,Pursuit,Washington,US,"Sales, Business Development",2
3701315830,33055,Find Great People FGP,Florence,US,Other,5
3701315826,157353,Whole Foods Market,Edgewater,US,"Management, Manufacturing",2
3701315824,1886806,Chief Technologies LLC,Leesburg,US,"Sales, Business Development",7
3701315816,2227,Novo Nordisk,West Lebanon,DK,Quality Assurance,7
3701315803,11224,Travis County,Austin,US,"Purchasing, Supply Chain",2
3701315798,1728689,The Middleby Corporation,Windsor,US,"Engineering, Manufacturing, Management",7
3701315794,157353,Whole Foods Market,Lexington,US,"Management, Manufacturing",2
3701315788,3123217,Glocomms,New York City,US,Sales,4
3701315787,2831596,North American Dental Group NADG,Avon,US,Health Care Provider,2
3701315786,12709,Windstream,Georgia,US,"Sales, Business Development",3
3701315785,15167200,Geomagical Labs,Palo Alto,US,Engineering,4
3701315773,269397,NextEra Energy Resources,San Francisco,US,Quality Assurance,4
3701315772,9185958,ATTN,Los Angeles,US,"Art/Creative, Marketing, Advertising",5
3701315765,319203,Palermos Pizza,Sioux Falls,US,"Sales, Business Development",7
3701315764,12984051,Serenity Healthcare,Lehi,US,Administrative,2
3701315763,4032374,Hoboken Charter School,Hoboken,US,"Education, Training",7
3701315760,12984051,Serenity Healthcare,Denver,US,Human Resources,4
3701315754,12984051,Serenity Healthcare,Boulder County,US,Health Care Provider,2
3701315753,3181342,AVASO Technology Solutions,Lakeland,DK,"Engineering, Information Technology",4
3701315750,52047,Gray,Charlotte,US,"Education, Training",1
3701315733,11224,Travis County,Austin,US,"Accounting/Auditing, Finance",2
3701315732,165806,SABIC,Houston,SA,"Analyst, Supply Chain, Strategy/Planning",4
3701315706,2117915,Keystone Ridge Designs Inc.,Butler,US,"Sales, Business Development",7
3701315701,9479776,Spectrum Health Services Inc.,Philadelphia,US,Health Care Provider,4
3701315691,2934,SP Global,Oklahoma,US,"Finance, Sales",7
3701315690,2934,SP Global,Nebraska,US,"Finance, Sales",7
3701315646,3570660,City Lifestyle,Mesa,US,"Sales, Advertising, Business Development",5
3701315612,570415,Neighborcare Health,Olympia,US,Health Care Provider,3
3701315610,28669777,Arcosa Inc.,Florence,US,Other,2
3701315609,28669777,Arcosa Inc.,Ashland City,US,"Management, Manufacturing",4
3701315586,1646289,James Bell Associates,Arlington,US,Management,7
3701315560,3653845,Snowflake,San Mateo,US,"Engineering, Information Technology",2
3701315548,3570660,City Lifestyle,Milwaukee,US,"Sales, Advertising, Business Development",5
3701315536,3570660,City Lifestyle,Albuquerque,US,"Sales, Advertising, Business Development",5
3701315512,3570660,City Lifestyle,Baltimore,US,"Sales, Advertising, Business Development",5
3701315508,101459,Davalyn Corporation,Detroit,US,"Accounting/Auditing, Finance",4
3701315502,1199482,KTek Resourcing,Richardson,US,"Engineering, Information Technology",4
3701315471,70568578,Volmatica,New Jersey,US,"Engineering, Information Technology",7
3701315446,281351,Plastic Executive Recruiters,Texas,US,"Manufacturing, Management, Production",4
3701315417,950989,Armstrong Transport Group,Charlotte,US,"Quality Assurance, Engineering, Product Management",4
3701315412,8188,Staffmark,Nashville,US,"Accounting/Auditing, Finance",3
3701315408,164376,Innova Solutions,Bothell,US,"Research, Analyst, Information Technology",7
3701315406,7454,Davis Polk Wardwell LLP,New York City,US,Legal,4
3701315401,492566,CSafe,California,US,"Sales, Business Development",3
3701315399,102989,Kyra Solutions,Tallahassee,US,Information Technology,4
3701315393,319995,HAI Group,Cheshire,US,"General Business, Other",4
3701315379,2343541,Yanow,Rochester,US,"Sales, Business Development",7
3701315355,18701459,R2R Strategic Recruiting,Oregon,US,"Analyst, Science, Manufacturing",3
3701315349,1412,Northrop Grumman,Corinne,US,"Engineering, Information Technology, Quality Assurance",4
3701315286,1388212,Search Max Inc,Fort Lauderdale,US,Other,4
3701315205,61257,Amundsen Davis LLC,Milwaukee,US,"Legal, Business Development, Marketing",4
3701315194,70414137,Lithion Battery Inc.,Houston,US,"Management, Manufacturing",7
3701315142,166578,UMass Boston,Boston,US,Other,7
3701315141,61716,Acuren,Savannah,CA,"Management, Manufacturing",4
3701315138,1867321,Moncler,Seattle,IT,"Finance, Sales",3
3701315128,61716,Acuren,Bellingham,CA,"Management, Manufacturing",2
3701315122,87089640,Kenvue,Nashville,US,"Management, Manufacturing",2
3701315099,3570660,City Lifestyle,Columbus,US,"Sales, Advertising, Business Development",5
3701315090,6631661,Hunter International Recruiting,Lorain,US,"Administrative, Accounting/Auditing",3
3701315028,9185958,ATTN,Los Angeles,US,"Art/Creative, Production, Marketing",4
3701314977,33247784,Marsh McLennan Agency,Richmond,US,"Sales, Consulting, Customer Service",4
3701314970,157353,Whole Foods Market,Medford,US,"Management, Manufacturing",2
3701314968,157353,Whole Foods Market,Chappaqua,US,"Management, Manufacturing",2
3701314965,3570660,City Lifestyle,Miami,US,"Sales, Advertising, Business Development",5
3701314936,310015,Rangam,Foster City,US,Management,4
3701314932,649827,Meet,Menlo Park,GB,Quality Assurance,4
3701314918,157353,Whole Foods Market,Pasadena,US,"Management, Manufacturing",2
3701314916,157353,Whole Foods Market,Chappaqua,US,"Management, Manufacturing",2
3701314908,5327,Los Alamos National Laboratory,Los Alamos,US,Information Technology,7
3701314906,157237,Newell Brands,Atlanta,US,"Finance, Sales",4
3701314892,10439738,KYOCERA Document Solutions Inc.,Redding,JP,Information Technology,3
3701314889,269397,NextEra Energy Resources,Juno Beach,US,"Project Management, Information Technology",4
3701314883,16272,ZoomInfo,Waltham,US,"Product Management, Marketing",4
3701314864,25552,Johnsonville,Sheboygan Falls,US,"Management, Manufacturing",2
3701314861,25552,Johnsonville,Council Bluffs,US,"Management, Manufacturing",2
3701314839,33247784,Marsh McLennan Agency,Clearwater,US,Human Resources,2
3701314827,1415,CGI,All,CA,"Business Development, Sales",4
3701314812,2934,SP Global,New York,US,"Engineering, Information Technology",7
3701314811,38605,Bethany Christian Services,Alma,US,Other,2
3701314806,2934,SP Global,Nevada,US,"Finance, Sales",7
3701314805,2934,SP Global,California,US,"Finance, Sales",7
3701314769,219009,Portfolio Creative,Columbus,US,"Marketing, Public Relations, Writing/Editing",7
3701314756,165944,SherwinWilliams,Waukegan,US,Other,5
3701314755,4296,DISH Network,Littleton,US,Information Technology,2
3701314754,28669777,Arcosa Inc.,Caruthersville,US,"Management, Manufacturing",2
3701314753,4296,DISH Network,Littleton,US,"Engineering, Information Technology",2
3701314751,28669777,Arcosa Inc.,Carson City,US,"Management, Manufacturing",2
3701314726,11835990,AGM Tech Solutions A WBENC and MBE Certified company that specializes in providing IT Staffing,Norfolk,US,Information Technology,3
3701314685,3653845,Snowflake,San Mateo,US,"Management, Manufacturing",4
3701314684,162427,American Museum of Natural History,New York,US,"Legal, Administrative",3
3701314666,3653845,Snowflake,New York,US,"Business Development, Sales",5
3701314664,9511,VHB,Orlando,US,Information Technology,7
3701314658,5396873,hackajob,Hanover,GB,"Engineering, Information Technology",4
3701314621,4667,The North Face a VF Company,Denver,US,Marketing,3
3701314546,79383535,Akkodis,Springfield,0,Administrative,3
3701314531,224006,Modis,Springfield,CH,"Marketing, Public Relations, Writing/Editing",3
3701314526,497515,AVI Foodsystems,Fort Wayne,US,"General Business, Management, Administrative",4
3701314524,497515,AVI Foodsystems,Wellesley,US,"General Business, Management, Administrative",4
3701314523,7307421,Masterbilt Incorporated,South Bend,US,Quality Assurance,7
3701314507,5034592,Center for Social Dynamics,Tacoma,US,Other,7
3701314502,947715,BCforward,Greater Minneapolis-St. Paul Area,US,"Engineering, Information Technology",4
3701314485,10126224,Buffington Homes of Arkansas,Fayetteville,US,Accounting/Auditing,3
3701314442,74571418,SHEIN Distribution Corporation,Los Angeles,US,"Supply Chain, Distribution, General Business",5
3701314432,20915,Lilly Pulitzer,King of Prussia,US,Distribution,3
3701314404,3570660,City Lifestyle,Oklahoma City,US,"Sales, Advertising, Business Development",5
3701314394,497515,AVI Foodsystems,Alfred,US,"Art/Creative, General Business, Management",4
3701314380,71169,Zep Inc.,Chicago,US,"Sales, Business Development",7
3701314365,3570660,City Lifestyle,San Francisco,US,"Sales, Advertising, Business Development",5
3701314349,33311370,Mattison Advisors,Philadelphia,US,Other,7
3701314345,201778,Renewal by Andersen,Glenview,US,Other,2
3701314332,36676,Revolution Technologies,Palm Bay,US,"Manufacturing, Production",4
3701314330,331239,Timberland Partners,Davenport,US,"Sales, Management",4
3701314322,80267840,South Charlotte TFA Branch,Charlotte,US,"Finance, Sales",7
3701314317,811848,Natirar,Peapack - Gladstone,US,Manufacturing,4
3701314312,201778,Renewal by Andersen,Laguna Hills,US,"Sales, Business Development",4
3701314304,14594141,Wise Skulls,Irvine,US,"Engineering, Information Technology",4
3701314252,87089640,Kenvue,Skillman,US,"Accounting/Auditing, Finance",4
3701314241,21984,Marcum LLP,Melville,US,"Human Resources, Administrative",2
3701314225,61716,Acuren,Savannah,CA,"Engineering, Information Technology",2
3701314222,61716,Acuren,La Porte,CA,Health Care Provider,2
3701314209,61716,Acuren,Bellingham,CA,Health Care Provider,2
3701314197,71721166,G.A. Rogers Associates,Parsippany,US,Purchasing,3
3701314061,18785975,NABIS,California,US,"Sales, Business Development",7
3701314060,6060518,Galliford Try,North Township,GB,"Engineering, Information Technology",2
3701314029,80829889,Invited,North Carolina,US,"Management, Manufacturing",2
3701314027,80829889,Invited,Granger,US,Other,4
3701314026,80829889,Invited,Irving,US,Other,4
3701314006,3570660,City Lifestyle,San Diego,US,"Sales, Advertising, Business Development",5
3701314004,71049830,Agile Datapro,San Francisco Bay Area,US,"Information Technology, Engineering",1
3701314001,46970,Integrated Resources Inc IRI,Mehoopany,US,Administrative,3
3701313985,6675725,Wise Medical,Chillicothe,US,"Human Resources, Customer Service, Other",3
3701313980,2650,University of Illinois UrbanaChampaign,Urbana,US,"Project Management, Information Technology",4
3701313975,11000239,More Than A Gym Pediatric Therapy and Play Gym,Plainview,US,Health Care Provider,7
3701313958,157353,Whole Foods Market,Park City,US,"Sales, Business Development",2
3701313948,2121817,DSJ Global,Sharonville,GB,"Management, Strategy/Planning",4
3701313947,3570660,City Lifestyle,Omaha,US,"Sales, Advertising, Business Development",5
3701313931,157353,Whole Foods Market,Long Beach,US,"Management, Manufacturing",2
3701313930,3570660,City Lifestyle,Atlanta,US,"Sales, Advertising, Business Development",5
3701313927,42320162,Sound Beach Pediatrics,Stamford,US,Health Care Provider,7
3701313924,2831596,North American Dental Group NADG,North Olmsted,US,Health Care Provider,2
3701313923,11467712,Agilant Solutions Inc.,Neptune,US,"Research, Marketing",2
3701313916,157237,Newell Brands,Lumberton,US,"Management, Manufacturing",2
3701313904,756621,SRS Distribution Inc.,Panama City Beach,US,"Management, Manufacturing",2
3701313901,16272,ZoomInfo,Waltham,US,"Product Management, Marketing",4
3701313899,269397,NextEra Energy Resources,Palm Beach Gardens,US,"Engineering, Information Technology",4
3701313897,11522,Centura Health,Colorado Springs,US,Health Care Provider,4
3701313893,11522,Centura Health,Colorado Springs,US,Health Care Provider,4
3701313867,25552,Johnsonville,Salt Lake City,US,"Management, Manufacturing",2
3701313866,25552,Johnsonville,Milwaukee,US,"Management, Manufacturing",2
3701313860,203053,Rogers Corporation,Bear,US,Quality Assurance,2
3701313842,931863,The Ford Agency,Washington,US,Administrative,2
3701313835,2934,SP Global,Ohio,US,"Engineering, Information Technology",7
3701313830,2934,SP Global,Massachusetts,US,"Finance, Sales",7
3701313760,28669777,Arcosa Inc.,Caruthersville,US,"Management, Manufacturing",2
3701313753,10439738,KYOCERA Document Solutions Inc.,Rocky Hill,JP,"Sales, Business Development",4
3701313731,1152888,Detroit Engineered Products,Troy,US,Information Technology,4
3701313702,3653845,Snowflake,Atlanta,US,"Management, Manufacturing",4
3701313682,3695,Equifax,Atlanta,US,Information Technology,4
3701313623,3570660,City Lifestyle,Boston,US,"Sales, Advertising, Business Development",5
3701313599,6631661,Hunter International Recruiting,Cincinnati,US,Administrative,3
3701313588,18290532,Maryland Association of Counties,Annapolis,US,Administrative,7
3701313555,7962426,Intellibee Inc,Romulus,US,Quality Assurance,4
3701313554,497515,AVI Foodsystems,Grand Rapids,US,"General Business, Management, Administrative",4
3701313546,497515,AVI Foodsystems,Rocky River,US,"General Business, Management, Administrative",4
3701313538,2073050,Air Squared,Thornton,US,"Management, Manufacturing",2
3701313521,490432,NLB Services,Cleveland,US,Information Technology,4
3701313461,3270028,The Sterling Choice,Lathrop,GB,"Product Management, Manufacturing, Engineering",4
3701313393,75041012,SKILL BIRD,Germantown,US,Information Technology,7
3701313345,87089640,Kenvue,Skillman,US,Information Technology,3
3701313295,111849,Berean Group International Inc.,Greenville,US,"Design, Art/Creative, Information Technology",2
3701313281,131880,MI Windows and Doors,Tacoma,US,Information Technology,4
3701313263,611131,US LBM,Schenectady,US,"Management, Manufacturing",4
3701313253,13331595,Quantum World Technologies Inc.,Jersey City,US,Information Technology,4
3701313246,7454,Davis Polk Wardwell LLP,New York City,US,Legal,4
3701313242,87089640,Kenvue,Skillman,US,"Management, Manufacturing",2
3701313225,437225,iHerb LLC,Elgin,US,"Management, Manufacturing",4
3701313098,3570660,City Lifestyle,Fort Worth,US,"Sales, Advertising, Business Development",5
3701313094,10236817,Allspring Global Investments,Menomonee Falls,US,"Sales, Business Development",4
3701313075,11770142,Halloran Sage,New Haven,US,Legal,7
3701313038,80829889,Invited,Dallas,US,"Management, Manufacturing",4
3701313037,80829889,Invited,Frisco,US,"Management, Manufacturing",2
3701313036,80829889,Invited,Orlando,US,"Management, Manufacturing",4
3701313028,5884,MKS Instruments,Andover,US,Human Resources,4
3701313027,4840301,Rubrik,Raleigh,US,"Sales, Business Development",5
3701313025,3590771,Emerald,New York,US,"Marketing, Writing/Editing",4
3701313012,344299,CCS Global Tech,Detroit,US,Information Technology,4
3701313006,18213359,Episcopal Communities Services,Aliso Viejo,US,Health Care Provider,2
3701312984,10590,Gilbane Building Company,Greater Indianapolis,US,"Business Development, Sales",4
3701312973,13880,Ballard Spahr LLP,Philadelphia,US,"Legal, Project Management, Strategy/Planning",4
3701312971,9564701,J. Ambrogi Foods,West Deptford,US,"Purchasing, Supply Chain",3
3701312962,16272,ZoomInfo,Vancouver,US,"Product Management, Marketing",4
3701312961,269397,NextEra Energy Resources,Juno Beach,US,"Engineering, Information Technology",2
3701312955,12984051,Serenity Healthcare,Jacksonville,US,Administrative,4
3701312954,12984051,Serenity Healthcare,Lehi,US,Human Resources,4
3701312953,41754,AccruePartners,Charlotte,US,Human Resources,4
3701312944,12984051,Serenity Healthcare,Superior,US,Health Care Provider,4
3701312921,25552,Johnsonville,Chicago,US,"Management, Manufacturing",2
3701312920,25552,Johnsonville,Kansas City,US,"Management, Manufacturing",2
3701312897,1415,CGI,Columbus,CA,"Engineering, Information Technology",2
3701312888,77762369,Blueprint Hires,Greater Sacramento,US,"Design, Art/Creative, Information Technology",4
3701312886,2934,SP Global,Tennessee,US,"Engineering, Information Technology",7
3701312862,9505,Tyler Technologies,Troy,US,"Project Management, Information Technology",2
3701312817,3439,KimberlyClark,Tallahassee,US,"Sales, Business Development",7
3701312799,28669777,Arcosa Inc.,Pittsburgh,US,"Management, Manufacturing",2
3701312798,4296,DISH Network,Englewood,US,Information Technology,4
3701312788,28669777,Arcosa Inc.,Mason,US,"Management, Manufacturing",2
3701312721,3695,Equifax,Alpharetta,US,"Product Management, Marketing",4
3701312713,9511,VHB,Atlanta,US,Information Technology,7
3701312711,3570660,City Lifestyle,Fresno,US,"Sales, Advertising, Business Development",5
3701312703,18312164,Bravado,New York,US,"Business Development, Engineering, Marketing",4
3701312679,27214085,Solution Partners Inc.,Greater Chicago Area,US,Information Technology,4
3701312625,3528,The Johns Hopkins University,Washington DC-Baltimore Area,US,"Finance, Accounting/Auditing",2
3701312624,497515,AVI Foodsystems,Pittsburgh,US,"General Business, Management, Administrative",5
3701312620,497515,AVI Foodsystems,Gates Mills,US,"Art/Creative, General Business, Management",4
3701312609,10154666,St. Elizabeths Medical Center,Massachusetts,US,Health Care Provider,5
3701312591,9498845,Cerapedics Inc.,Atlanta,US,Sales,7
3701312573,83008343,TekNavigators Staffing,Fremont,US,Health Care Provider,4
3701312543,86813252,LTIMindtree,Minneapolis,IN,"Other, Information Technology",4
3701312535,39189,ICON Consultants LP,Houston,US,"Supply Chain, Purchasing",4
3701312533,3486,Hays,Austin,GB,"Engineering, Purchasing, Project Management",3
3701312518,12957244,Leeds Professional Resources,Miami,US,"Other, Accounting/Auditing",3
3701312456,497515,AVI Foodsystems,Erlanger,US,"General Business, Management, Administrative",6
3701312382,28660903,Strategic Retail Partners,Atlanta,US,"Sales, Business Development",7
3701312381,3570660,City Lifestyle,Seattle,US,"Sales, Advertising, Business Development",5
3701312327,16266367,Automated Material Handling,Nashville,US,Information Technology,7
3701312303,22456,Beacon Hill Staffing Group,Alexandria,US,Administrative,2
3701312287,80099988,Tech At Rest,San Francisco Bay Area,US,"Engineering, Manufacturing, Design",4
3701312268,3738912,At Home Group Inc.,Coppell,US,"Management, Manufacturing",4
3701312210,3570660,City Lifestyle,San Jose,US,"Sales, Advertising, Business Development",5
3701312205,76323674,OERTZENGroup,Atlanta,US,"Human Resources, Project Management, Administrative",3
3701312194,5215734,Woden,Philadelphia,US,"Marketing, Sales",7
3701312112,24440,Collabera,Charlotte,US,"Project Management, Information Technology",2
3701312102,80829889,Invited,Dallas,US,"Management, Manufacturing",4
3701312100,1302410,Walrath Recruiting Inc.,Albany,US,Legal,3
3701312095,1948429,Ethan Allen Retail Inc.,Englishtown,0,"Design, Art/Creative, Information Technology",7
3701312094,3570660,City Lifestyle,Dallas,US,"Sales, Advertising, Business Development",5
3701312091,71708680,AvidMindz Inc,Charlotte,0,"Engineering, Information Technology",4
3701312085,5384095,DL1961 Premium Denim,New York,US,"Accounting/Auditing, Finance",3
3701312077,40749991,KINESSO,New York City,US,"Business Development, Advertising",5
3701312076,18213359,Episcopal Communities Services,Rancho Palos Verdes,US,"Management, Manufacturing",4
3701312065,27803,Bob Evans Farms Inc.,Lima,US,"Management, Manufacturing",7
3701312059,221519,Contract Land Staff,Williston,US,"Sales, Management",4
3701312056,374699,NYC Department of Parks Recreation,New York,US,Other,2
3701312053,3570660,City Lifestyle,Houston,US,"Sales, Advertising, Business Development",5
3701312050,13179119,Austal USA,Mobile,US,Human Resources,4
3701312043,3570660,City Lifestyle,Los Angeles,US,"Sales, Advertising, Business Development",5
3701312039,28852880,Hope Community Inc.,New York,US,"Finance, Sales",7
3701312038,162427,American Museum of Natural History,New York,US,Management,4
3701312035,478025,Precision Measurements Inc.,Glen Allen,US,"Project Management, Engineering",7
3701312032,10046521,The PHOENIX Health Search Group,Greater Chicago Area,0,"Sales, Business Development, Information Technology",6
3701312029,11400117,Top Stack,Philadelphia,US,"Engineering, Information Technology, General Business",3
3701312012,411814,Pinnacle Services Inc.,Minneapolis,US,Other,7
3701312007,411814,Pinnacle Services Inc.,Chaska,US,Other,7
3701312006,411814,Pinnacle Services Inc.,Minneapolis,US,Other,7
3701312005,411814,Pinnacle Services Inc.,Minneapolis,US,Other,7
3701312001,1394857,Seneca Resources,San Diego,US,Information Technology,3
3701311994,224457,Alta Equipment Company,Ronkonkoma,US,"Accounting/Auditing, Finance",2
3701311937,9177279,Advantia Health,Rockville,US,Administrative,3
3701311933,3653845,Snowflake,New York,US,"Management, Manufacturing",4
3701311918,337476,IntelliGenesis LLC,Columbia,US,"Human Resources, Administrative",7
3701311903,1412,Northrop Grumman,Magna,US,"Management, Manufacturing",3
3701311880,4670,VF Corporation,Appleton,US,Finance,3
3701311847,106083,Phaxis,Virginia,US,Information Technology,4
3701311823,3570660,City Lifestyle,Detroit,US,"Sales, Advertising, Business Development",5
3701311819,16690,Compunnel Inc.,Durham,US,"Engineering, Finance",4
3701311807,5034592,Center for Social Dynamics,Sammamish,US,Administrative,2
3701311795,5034592,Center for Social Dynamics,Redmond,US,Administrative,2
